Mes;Região;Empresa;Manifestacao;Item;Quantidade
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Serviços;2
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;6
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;2
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;27
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;13
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Serviços;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Veículo;5
02/2019;RMBS;BR MOBILIDADE VLT;Informação;Integração;1
02/2019;RMBS;BR MOBILIDADE VLT;Informação;Serviços;1
02/2019;RMBS;BR MOBILIDADE VLT;Informação;Serviços (VLT);1
02/2019;RMC;BUS(Mais);Sugestão;Vale-Transporte;1
02/2019;RMSP;CMT;Informação;Endereço;1
02/2019;RMSP;CMT;Informação;Integração;1
02/2019;RMSP;CMT;Informação;Isenção de Tarifa;1
02/2019;RMSP;CMT;Informação;Passe Escolar;55
02/2019;RMSP;CMT;Informação;Passe Idoso;5
02/2019;RMSP;CMT;Informação;Serviços;89
02/2019;RMSP;CMT;Informação;Tarifa;1
02/2019;RMSP;CMT;Informação;Vale-Transporte;68
02/2019;RMSP;CMT;Reclamação;Atendimento;2
02/2019;RMSP;CMT;Reclamação;Integração;1
02/2019;RMSP;CMT;Reclamação;Passe Escolar;2
02/2019;RMSP;CMT;Reclamação;Serviços;4
02/2019;RMSP;CMT;Reclamação;Tarifa;1
02/2019;RMSP;CMT;Reclamação;Terminal;1
02/2019;RMSP;CMT;Reclamação;Vale-Transporte;4
02/2019;RMSP;CMT;Sugestão;Serviços;2
02/2019;RMSP;CMT;Sugestão;Vale-Transporte;1
02/2019;RMSP;EAOSA;Informação;Horário;1
02/2019;RMSP;EAOSA;Informação;Serviços;1
02/2019;RMSP;EAOSA;Reclamação;Direção Perigosa;3
02/2019;RMSP;EAOSA;Reclamação;Horário;8
02/2019;RMSP;EAOSA;Reclamação;Inobservância de Ponto;2
02/2019;RMSP;EAOSA;Reclamação;Tripulação/Funcionário;5
02/2019;RMSP;EAOSA;Reclamação;Veículo;3
02/2019;RMSP;EAOSA;Sugestão;Veículo;1
02/2019;RMSP;EMTU;Denúncia;Terminal;1
02/2019;RMSP;EMTU;Denúncia;Transporte Irregular;2
02/2019;RMC;EMTU;Denúncia;Transporte Irregular;1
02/2019;RMSP;EMTU;Elogio;Atendimento;5
02/2019;RMS;EMTU;Elogio;Atendimento;2
02/2019;RMVPLN;EMTU;Elogio;Atendimento;1
02/2019;RMSP;EMTU;Informação;Carteira Passageiro Especial;68
02/2019;RMBS;EMTU;Informação;Carteira Passageiro Especial;8
02/2019;RMC;EMTU;Informação;Carteira Passageiro Especial;3
02/2019;RMSP;EMTU;Informação;Horário;15
02/2019;RMC;EMTU;Informação;Horário;2
02/2019;RMBS;EMTU;Informação;Horário;2
02/2019;RMS;EMTU;Informação;Horário;1
02/2019;RMVPLN;EMTU;Informação;Horário;1
02/2019;RMSP;EMTU;Informação;Integração;32
02/2019;RMSP;EMTU;Informação;Isenção de Tarifa;4
02/2019;RMVPLN;EMTU;Informação;Isenção de Tarifa;2
02/2019;RMSP;EMTU;Informação;Itinerário;30
02/2019;RMC;EMTU;Informação;Itinerário;6
02/2019;RMBS;EMTU;Informação;Itinerário;2
02/2019;RMS;EMTU;Informação;Itinerário;1
02/2019;RMSP;EMTU;Informação;Ligado;2
02/2019;RMC;EMTU;Informação;Ligado;1
02/2019;RMSP;EMTU;Informação;Passe Desempregado;17
02/2019;RMC;EMTU;Informação;Passe Desempregado;1
02/2019;RMSP;EMTU;Informação;Passe Escolar;4213
02/2019;RMBS;EMTU;Informação;Passe Escolar;416
02/2019;RMS;EMTU;Informação;Passe Escolar;190
02/2019;RMC;EMTU;Informação;Passe Escolar;160
02/2019;RMVPLN;EMTU;Informação;Passe Escolar;141
02/2019;RMSP;EMTU;Informação;Passe Idoso;9
02/2019;RMC;EMTU;Informação;Passe Idoso;3
02/2019;RMSP;EMTU;Informação;Serviços;367
02/2019;RMC;EMTU;Informação;Serviços;12
02/2019;RMBS;EMTU;Informação;Serviços;12
02/2019;RMS;EMTU;Informação;Serviços;9
02/2019;RMVPLN;EMTU;Informação;Serviços;6
02/2019;RMSP;EMTU;Informação;Tarifa;30
02/2019;RMC;EMTU;Informação;Tarifa;4
02/2019;RMBS;EMTU;Informação;Tarifa;2
02/2019;RMVPLN;EMTU;Informação;Tarifa;2
02/2019;RMSP;EMTU;Informação;Telefone;1
02/2019;RMSP;EMTU;Informação;Vale-Transporte;41
02/2019;RMC;EMTU;Informação;Vale-Transporte;3
02/2019;RMSP;EMTU;Reclamação;Atendimento;41
02/2019;RMC;EMTU;Reclamação;Atendimento;3
02/2019;RMS;EMTU;Reclamação;Atendimento;2
02/2019;RMBS;EMTU;Reclamação;Atendimento;2
02/2019;RMVPLN;EMTU;Reclamação;Atendimento;1
02/2019;RMSP;EMTU;Reclamação;Direção Perigosa;13
02/2019;RMSP;EMTU;Reclamação;Horário;4
02/2019;RMBS;EMTU;Reclamação;Horário;1
02/2019;RMSP;EMTU;Reclamação;Inobservância de Ponto;3
02/2019;RMSP;EMTU;Reclamação;Integração;4
02/2019;RMSP;EMTU;Reclamação;Itinerário;12
02/2019;RMSP;EMTU;Reclamação;Ligado;1
02/2019;RMSP;EMTU;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;EMTU;Reclamação;Passageiro Especial;1
02/2019;RMSP;EMTU;Reclamação;Passe Escolar;50
02/2019;RMBS;EMTU;Reclamação;Passe Escolar;5
02/2019;RMVPLN;EMTU;Reclamação;Passe Escolar;3
02/2019;RMC;EMTU;Reclamação;Passe Escolar;1
02/2019;RMS;EMTU;Reclamação;Passe Escolar;1
02/2019;RMSP;EMTU;Reclamação;Serviços;1
02/2019;RMSP;EMTU;Reclamação;Superlotação;1
02/2019;RMC;EMTU;Reclamação;Tarifa;5
02/2019;RMSP;EMTU;Reclamação;Tarifa;5
02/2019;RMVPLN;EMTU;Reclamação;Tarifa;1
02/2019;RMSP;EMTU;Reclamação;Terminal;1
02/2019;RMS;EMTU;Reclamação;Transporte Irregular;3
02/2019;RMSP;EMTU;Reclamação;Transporte Irregular;2
02/2019;RMVPLN;EMTU;Reclamação;Transporte Irregular;1
02/2019;RMSP;EMTU;Reclamação;Tripulação/Funcionário;27
02/2019;RMVPLN;EMTU;Reclamação;Tripulação/Funcionário;1
02/2019;RMSP;EMTU;Reclamação;Veículo;2
02/2019;RMSP;EMTU;Sugestão;Atendimento;1
02/2019;RMSP;EMTU;Sugestão;Horário;24
02/2019;RMS;EMTU;Sugestão;Horário;6
02/2019;RMC;EMTU;Sugestão;Horário;5
02/2019;RMBS;EMTU;Sugestão;Horário;2
02/2019;RMVPLN;EMTU;Sugestão;Horário;1
02/2019;RMSP;EMTU;Sugestão;Integração;1
02/2019;RMSP;EMTU;Sugestão;Itinerário;22
02/2019;RMC;EMTU;Sugestão;Itinerário;5
02/2019;RMBS;EMTU;Sugestão;Itinerário;5
02/2019;RMS;EMTU;Sugestão;Itinerário;2
02/2019;RMSP;EMTU;Sugestão;Passageiro Especial;2
02/2019;RMSP;EMTU;Sugestão;Passe Escolar;4
02/2019;RMSP;EMTU;Sugestão;Serviços;2
02/2019;RMSP;EMTU;Sugestão;Terminal;1
02/2019;RMSP;EMTU;Sugestão;Veículo;3
02/2019;RMBS;EMTU;Sugestão;Veículo;1
02/2019;RMSP;EUSA;Informação;Serviços;1
02/2019;RMSP;EUSA;Reclamação;Direção Perigosa;2
02/2019;RMSP;EUSA;Reclamação;Horário;11
02/2019;RMSP;EUSA;Reclamação;Tripulação/Funcionário;2
02/2019;RMSP;EUSA;Reclamação;Veículo;2
02/2019;RMVPLN;EXPRESSO REDENÇÃO;Informação;Serviços;1
02/2019;RMVPLN;EXPRESSO REDENÇÃO;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;EXPRESSO SBC;Informação;Serviços;2
02/2019;RMSP;EXPRESSO SBC;Informação;Vale-Transporte;1
02/2019;RMSP;EXPRESSO SBC;Reclamação;Horário;3
02/2019;RMSP;EXPRESSO SBC;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;EXPRESSO SBC;Reclamação;Tripulação/Funcionário;2
02/2019;RMSP;fretamento (todas);Reclamação;Direção Perigosa;2
02/2019;RMC;fretamento (todas);Reclamação;Direção Perigosa;1
02/2019;RMC;fretamento (todas);Reclamação;Tripulação/Funcionário;1
02/2019;RMSP;fretamento (todas);Reclamação;Tripulação/Funcionário;1
02/2019;RMSP;IMIGRANTES;Informação;Serviços;1
02/2019;RMSP;IMIGRANTES;Reclamação;Atendimento;2
02/2019;RMSP;IMIGRANTES;Reclamação;Direção Perigosa;1
02/2019;RMSP;IMIGRANTES;Reclamação;Horário;24
02/2019;RMSP;IMIGRANTES;Reclamação;Inobservância de Ponto;3
02/2019;RMSP;IMIGRANTES;Reclamação;Superlotação;1
02/2019;RMSP;IMIGRANTES;Reclamação;Tripulação/Funcionário;3
02/2019;RMSP;IMIGRANTES;Reclamação;Veículo;3
02/2019;RMSP;INTERNORTE;Informação;Itinerário;4
02/2019;RMSP;INTERNORTE;Informação;Passe Escolar;6
02/2019;RMSP;INTERNORTE;Informação;Serviços;15
02/2019;RMSP;INTERNORTE;Reclamação;Atendimento;1
02/2019;RMSP;INTERNORTE;Reclamação;Direção Perigosa;11
02/2019;RMSP;INTERNORTE;Reclamação;Horário;70
02/2019;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;27
02/2019;RMSP;INTERNORTE;Reclamação;Itinerário;3
02/2019;RMSP;INTERNORTE;Reclamação;Passageiro Especial;2
02/2019;RMSP;INTERNORTE;Reclamação;Superlotação;10
02/2019;RMSP;INTERNORTE;Reclamação;Tarifa;2
02/2019;RMSP;INTERNORTE;Reclamação;Terminal;2
02/2019;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;53
02/2019;RMSP;INTERNORTE;Reclamação;Veículo;23
02/2019;RMSP;INTERNORTE;Sugestão;Horário;1
02/2019;RMSP;INTERNORTE;Sugestão;Itinerário;3
02/2019;RMSP;INTERNORTE;Sugestão;Veículo;1
02/2019;RMSP;INTERVIAS;Elogio;Atendimento;8
02/2019;RMSP;INTERVIAS;Informação;Horário;2
02/2019;RMSP;INTERVIAS;Informação;Passe Escolar;1
02/2019;RMSP;INTERVIAS;Informação;Serviços;15
02/2019;RMSP;INTERVIAS;Informação;Tarifa;1
02/2019;RMSP;INTERVIAS;Reclamação;Atendimento;2
02/2019;RMSP;INTERVIAS;Reclamação;Direção Perigosa;13
02/2019;RMSP;INTERVIAS;Reclamação;Horário;54
02/2019;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;58
02/2019;RMSP;INTERVIAS;Reclamação;Itinerário;5
02/2019;RMSP;INTERVIAS;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;INTERVIAS;Reclamação;Passageiro Especial;2
02/2019;RMSP;INTERVIAS;Reclamação;Serviços;1
02/2019;RMSP;INTERVIAS;Reclamação;Superlotação;12
02/2019;RMSP;INTERVIAS;Reclamação;Tarifa;2
02/2019;RMSP;INTERVIAS;Reclamação;Terminal;5
02/2019;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;60
02/2019;RMSP;INTERVIAS;Reclamação;Veículo;25
02/2019;RMSP;INTERVIAS;Sugestão;Horário;1
02/2019;RMSP;INTERVIAS;Sugestão;Tripulação/Funcionário;1
02/2019;RMSP;INTERVIAS;Sugestão;Veículo;3
02/2019;RMVPLN;JACAREÍ;Informação;Vale-Transporte;1
02/2019;RMVPLN;JACAREÍ;Reclamação;Direção Perigosa;1
02/2019;RMVPLN;JACAREÍ;Reclamação;Horário;1
02/2019;RMVPLN;LITORANEA;Informação;Passe Escolar;1
02/2019;RMVPLN;LITORANEA;Informação;Passe Idoso;1
02/2019;RMVPLN;LITORANEA;Reclamação;Horário;10
02/2019;RMVPLN;LITORANEA;Reclamação;Inobservância de Ponto;1
02/2019;RMC;METROPOLIS;Informação;Serviços;1
02/2019;RMC;METROPOLIS;Reclamação;Tripulação/Funcionário;1
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Elogio;Atendimento;1
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Informação;Serviços;4
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Direção Perigosa;3
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;21
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;3
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Itinerário;2
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Superlotação;4
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;17
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;2
02/2019;RMSP;MOBIBRASIL TRANSPORTE;Sugestão;Terminal;1
02/2019;RMC;OURO VERDE;Informação;Itinerário;1
02/2019;RMC;OURO VERDE;Informação;Serviços;1
02/2019;RMC;OURO VERDE;Informação;Vale-Transporte;2
02/2019;RMC;OURO VERDE;Reclamação;Atendimento;1
02/2019;RMC;OURO VERDE;Reclamação;Horário;14
02/2019;RMC;OURO VERDE;Reclamação;Inobservância de Ponto;4
02/2019;RMC;OURO VERDE;Reclamação;Itinerário;2
02/2019;RMC;OURO VERDE;Reclamação;Superlotação;2
02/2019;RMC;OURO VERDE;Reclamação;Tarifa;1
02/2019;RMC;OURO VERDE;Reclamação;Tripulação/Funcionário;7
02/2019;RMC;OURO VERDE;Reclamação;Vale-Transporte;1
02/2019;RMC;OURO VERDE;Reclamação;Veículo;2
02/2019;RMC;OURO VERDE;Sugestão;Veículo;1
02/2019;RMSP;PARQUE DAS NAÇÕES;Reclamação;Direção Perigosa;1
02/2019;RMSP;PARQUE DAS NAÇÕES;Reclamação;Horário;1
02/2019;RMSP;PARQUE DAS NAÇÕES;Reclamação;Veículo;1
02/2019;RMVPLN;PASSARO MARRON;Informação;Passe Escolar;1
02/2019;RMVPLN;PASSARO MARRON;Informação;Passe Idoso;1
02/2019;RMVPLN;PASSARO MARRON;Informação;Serviços;2
02/2019;RMVPLN;PASSARO MARRON;Informação;Vale-Transporte;2
02/2019;RMVPLN;PASSARO MARRON;Reclamação;Horário;7
02/2019;RMVPLN;PASSARO MARRON;Reclamação;Serviços;1
02/2019;RMVPLN;PASSARO MARRON;Reclamação;Superlotação;4
02/2019;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;4
02/2019;RMVPLN;PASSARO MARRON;Reclamação;Veículo;4
02/2019;RMC;PRINCESA D OESTE;Reclamação;Superlotação;1
02/2019;RMSP;PUBLIX;Reclamação;Horário;15
02/2019;RMSP;PUBLIX;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;PUBLIX;Reclamação;Itinerário;1
02/2019;RMSP;PUBLIX;Reclamação;Superlotação;3
02/2019;RMSP;PUBLIX;Reclamação;Tarifa;1
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Informação;Horário;1
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Informação;Horário;1
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Informação;Passe Escolar;1
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Informação;Serviços;1
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Informação;Vale-Transporte;1
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Direção Perigosa;2
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Direção Perigosa;1
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;14
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;6
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;2
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;2
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Terminal;1
02/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Tripulação/Funcionário;2
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Tripulação/Funcionário;1
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Veículo;1
02/2019;RMS;RÁPIDO LUXO CAMPINAS;Sugestão;Itinerário;1
02/2019;RMSP;RIACHO GRANDE;Informação;Serviços;2
02/2019;RMSP;RIACHO GRANDE;Reclamação;Direção Perigosa;1
02/2019;RMSP;RIACHO GRANDE;Reclamação;Horário;12
02/2019;RMSP;RIACHO GRANDE;Reclamação;Inobservância de Ponto;5
02/2019;RMSP;RIACHO GRANDE;Reclamação;Superlotação;4
02/2019;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;9
02/2019;RMSP;RIACHO GRANDE;Reclamação;Veículo;8
02/2019;RMSP;RIBEIRÃO PIRES;Informação;Isenção de Tarifa;1
02/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;11
02/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Tripulação/Funcionário;1
02/2019;RMSP;RIGRAS;Reclamação;Horário;2
02/2019;RMSP;RIGRAS;Reclamação;Tarifa;1
02/2019;RMVPLN;RODOVIÁRIO SÃO JOSE;Reclamação;Direção Perigosa;1
02/2019;RMVPLN;RODOVIÁRIO SÃO JOSE;Reclamação;Passe Escolar;1
02/2019;RMSP;SÃO CAMILO;Informação;Serviços;1
02/2019;RMSP;SÃO CAMILO;Reclamação;Horário;1
02/2019;RMSP;SÃO CAMILO;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;SÃO CAMILO;Reclamação;Itinerário;1
02/2019;RMSP;SÃO CAMILO;Reclamação;Tarifa;1
02/2019;RMSP;SÃO CAMILO;Reclamação;Tripulação/Funcionário;5
02/2019;RMSP;TRANS BUS;Reclamação;Direção Perigosa;3
02/2019;RMSP;TRANS BUS;Reclamação;Horário;2
02/2019;RMSP;TRANS BUS;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;TRANS BUS;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;TRANS BUS;Reclamação;Superlotação;2
02/2019;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;3
02/2019;RMSP;TRANS BUS;Reclamação;Veículo;3
02/2019;RMSP;TRIÂNGULO;Reclamação;Horário;7
02/2019;RMSP;TRIÂNGULO;Reclamação;Inobservância de Ponto;2
02/2019;RMSP;TRIÂNGULO;Reclamação;Passageiro Especial;1
02/2019;RMSP;TRIÂNGULO;Reclamação;Tripulação/Funcionário;5
02/2019;RMSP;TUCURUVI;Reclamação;Horário;1
02/2019;RMSP;TUCURUVI;Reclamação;Inobservância de Ponto;1
02/2019;RMSP;UNILESTE;Elogio;Atendimento;4
02/2019;RMSP;UNILESTE;Informação;Passe Escolar;1
02/2019;RMSP;UNILESTE;Informação;Serviços;6
02/2019;RMSP;UNILESTE;Reclamação;Direção Perigosa;2
02/2019;RMSP;UNILESTE;Reclamação;Horário;31
02/2019;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;6
02/2019;RMSP;UNILESTE;Reclamação;Itinerário;2
02/2019;RMSP;UNILESTE;Reclamação;Superlotação;4
02/2019;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;18
02/2019;RMSP;UNILESTE;Reclamação;Veículo;4
02/2019;RMSP;UNILESTE;Sugestão;Horário;1
02/2019;RMSP;UNILESTE;Sugestão;Serviços;1
02/2019;RMC;VB TRANSPORTES;Informação;Vale-Transporte;1
02/2019;RMS;VB TRANSPORTES;Informação;Vale-Transporte;1
02/2019;RMC;VB TRANSPORTES;Reclamação;Horário;13
02/2019;RMC;VB TRANSPORTES;Reclamação;Inobservância de Ponto;6
02/2019;RMC;VB TRANSPORTES;Reclamação;Tripulação/Funcionário;3
02/2019;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Horário;1
02/2019;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Tripulação/Funcionário;1
02/2019;RMS;VIAÇÃO SÃO ROQUE;Informação;Passe Escolar;1
02/2019;RMS;VIAÇÃO SÃO ROQUE;Reclamação;Inobservância de Ponto;1
02/2019;RMS;VIAÇÃO SÃO ROQUE;Sugestão;Terminal;1
02/2019;RMSP;VIPE;Informação;Serviços;1
02/2019;RMSP;VIPE;Reclamação;Superlotação;2
03/2019;RMSP;ABC;Elogio;Atendimento;1
03/2019;RMSP;ABC;Reclamação;Direção Perigosa;1
03/2019;RMSP;ABC;Reclamação;Horário;12
03/2019;RMSP;ABC;Reclamação;Inobservância de Ponto;1
03/2019;RMSP;ABC;Reclamação;Passe Escolar;1
03/2019;RMSP;ABC;Reclamação;Superlotação;1
03/2019;RMSP;ABC;Reclamação;Tripulação/Funcionário;2
03/2019;RMSP;ABC;Reclamação;Veículo;1
03/2019;RMSP;ABC SISTEMA-Metra;Denúncia;Serviços;1
03/2019;RMSP;ABC SISTEMA-Metra;Informação;Horário;1
03/2019;RMSP;ABC SISTEMA-Metra;Informação;Passe Escolar;1
03/2019;RMSP;ABC SISTEMA-Metra;Informação;Serviços;5
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Atendimento;1
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Direção Perigosa;1
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;12
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;2
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Passageiro Especial;1
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;2
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;6
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;14
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;13
03/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;4
03/2019;RMSP;ABC SISTEMA-Metra;Sugestão;Terminal;1
03/2019;RMVPLN;ABC TRANSPORTES;Reclamação;Direção Perigosa;2
03/2019;RMVPLN;ABC TRANSPORTES;Reclamação;Tripulação/Funcionário;1
03/2019;RMBS;ALITUR;Informação;Passe Escolar;1
03/2019;RMSP;ANHANGUERA;Denúncia;Tripulação/Funcionário;1
03/2019;RMSP;ANHANGUERA;Elogio;Atendimento;1
03/2019;RMSP;ANHANGUERA;Elogio;Horário;1
03/2019;RMSP;ANHANGUERA;Informação;Horário;2
03/2019;RMSP;ANHANGUERA;Informação;Itinerário;1
03/2019;RMSP;ANHANGUERA;Informação;Passe Escolar;3
03/2019;RMSP;ANHANGUERA;Informação;Serviços;22
03/2019;RMSP;ANHANGUERA;Informação;Tarifa;1
03/2019;RMSP;ANHANGUERA;Reclamação;Atendimento;5
03/2019;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;16
03/2019;RMSP;ANHANGUERA;Reclamação;Horário;105
03/2019;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;41
03/2019;RMSP;ANHANGUERA;Reclamação;Itinerário;4
03/2019;RMSP;ANHANGUERA;Reclamação;Passageiro Especial;1
03/2019;RMSP;ANHANGUERA;Reclamação;Passe Escolar;1
03/2019;RMSP;ANHANGUERA;Reclamação;Serviços;2
03/2019;RMSP;ANHANGUERA;Reclamação;Superlotação;37
03/2019;RMSP;ANHANGUERA;Reclamação;Tarifa;3
03/2019;RMSP;ANHANGUERA;Reclamação;Terminal;1
03/2019;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;75
03/2019;RMSP;ANHANGUERA;Reclamação;Veículo;11
03/2019;RMSP;ANHANGUERA;Sugestão;Horário;1
03/2019;RMSP;ANHANGUERA;Sugestão;Itinerário;1
03/2019;RMSP;ANHANGUERA;Sugestão;Serviços;1
03/2019;RMSP;ANHANGUERA;Sugestão;Veículo;1
03/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Informação;Passe Escolar;1
03/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Superlotação;3
03/2019;RMC;BOA VISTA;Informação;Passe Escolar;1
03/2019;RMC;BOA VISTA;Informação;Serviços;4
03/2019;RMC;BOA VISTA;Informação;Vale-Transporte;2
03/2019;RMC;BOA VISTA;Reclamação;Direção Perigosa;1
03/2019;RMC;BOA VISTA;Reclamação;Horário;26
03/2019;RMC;BOA VISTA;Reclamação;Inobservância de Ponto;7
03/2019;RMC;BOA VISTA;Reclamação;Itinerário;3
03/2019;RMC;BOA VISTA;Reclamação;Superlotação;3
03/2019;RMC;BOA VISTA;Reclamação;Tripulação/Funcionário;2
03/2019;RMC;BOA VISTA;Reclamação;Veículo;2
03/2019;RMC;BOA VISTA;Sugestão;Veículo;1
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Elogio;Atendimento;1
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Itinerário;2
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;17
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;3
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;15
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;10
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Atendimento;2
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;2
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;53
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;27
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;9
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;9
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;2
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;41
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;6
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Horário;1
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Itinerário;1
03/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Veículo;1
03/2019;RMBS;BR MOBILIDADE VLT;Elogio;Atendimento;1
03/2019;RMBS;BR MOBILIDADE VLT;Informação;Passe Idoso;1
03/2019;RMBS;BR MOBILIDADE VLT;Informação;Serviços (VLT);1
03/2019;RMBS;BR MOBILIDADE VLT;Reclamação;Serviços;1
03/2019;RMBS;BR MOBILIDADE VLT;Reclamação;Terminal;1
03/2019;RMSP;CMT;Denúncia;Terminal;1
03/2019;RMSP;CMT;Elogio;Atendimento;1
03/2019;RMSP;CMT;Informação;Endereço;1
03/2019;RMSP;CMT;Informação;Integração;4
03/2019;RMSP;CMT;Informação;Isenção de Tarifa;1
03/2019;RMSP;CMT;Informação;Passe Escolar;332
03/2019;RMSP;CMT;Informação;Passe Idoso;11
03/2019;RMSP;CMT;Informação;Serviços;181
03/2019;RMSP;CMT;Informação;Tarifa;1
03/2019;RMSP;CMT;Informação;Telefone;3
03/2019;RMSP;CMT;Informação;Vale-Transporte;129
03/2019;RMSP;CMT;Reclamação;Atendimento;2
03/2019;RMSP;CMT;Reclamação;Integração;7
03/2019;RMSP;CMT;Reclamação;Passe Escolar;200
